Model Pair,Grid ID,Config ID,Run ID,System Prompt,Context,Fog of War,Grid,Bucket,Sub-stratum,Pay4Partner,Contract Type,Total Turns,Format Errors,Format Errors P-Red,Format Errors P-Blue,Non-Cooperative Baseline P-Red,Non-Cooperative Baseline P-Blue,Joint Reward,Reward P-Red,Reward P-Blue,Gini,Max Possible Reward,Reached Goal P-Red,Reached Goal P-Blue,Total Trades Proposed,Total Trades Proposed P-Red,Total Trades Proposed P-Blue,Total Trades Accepted,Total Trades Accepted P-Red,Total Trades Accepted P-Blue,Total Trades Rejected,Total Trades Rejected P-Red,Total Trades Rejected P-Blue,amount_received_by_P-Red_from_trades,amount_received_by_P-Blue_from_trades,total_trades_failed,Total P4P Arrangements Proposed,Total P4P Arrangements Proposed P-Red,Total P4P Arrangements Proposed P-Blue,Total P4P Arrangements Accepted,Total P4P Arrangements Accepted P-Red,Total P4P Arrangements Accepted P-Blue,Total P4P Arrangements Rejected,Total P4P Arrangements Rejected P-Red,Total P4P Arrangements Rejected P-Blue,Total P4P Promises Kept,Total P4P Promises Kept P-Red,Total P4P Promises Kept P-Blue,Total P4P Promises Broken,Total P4P Promises Broken P-Red,Total P4P Promises Broken P-Blue,Total P4P Amounts Promised to Receive,Total P4P Amounts Promised to Receive P-Red,Total P4P Amounts Promised to Receive P-Blue,Total P4P Amounts Received,Total P4P Amounts Received P-Red,Total P4P Amounts Received P-Blue,contract_accepted,contract_negotiaion_length,num_tiles_in_contract,num_tiles_promised_to_receive_from_contract_P-Red,num_tiles_promised_to_receive_from_contract_P-Blue,moves_made_under_strict_contract_P-Red,moves_made_under_strict_contract_P-Blue,contract_moves_blocked_by_partner_shortfall_P-Red,contract_moves_blocked_by_partner_shortfall_P-Blue,points_for_completion_promised_to_P-Red,points_for_completion_promised_to_P-Blue,parity_trades_offered_P-Red,parity_trades_offered_P-Blue,parity_trades_accepted_P-Red,parity_trades_accepted_P-Blue,parity_trades_rejected_P-Red,parity_trades_rejected_P-Blue,extractive_trades_offered_P-Red,extractive_trades_offered_P-Blue,extractive_trades_accepted_P-Red,extractive_trades_accepted_P-Blue,extractive_trades_rejected_P-Red,extractive_trades_rejected_P-Blue,concessionary_trades_offered_P-Red,concessionary_trades_offered_P-Blue,concessionary_trades_accepted_P-Red,concessionary_trades_accepted_P-Blue,concessionary_trades_rejected_P-Red,concessionary_trades_rejected_P-Blue,B Min Trades Path,B Max Trades Path,R Min Trades Path,R Max Trades Path,Trade Asymmetry
LLAMA_MAVERICK-LLAMA_MAVERICK,118,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_192030_101440_05ef200b,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,,8,0,0,0,70,0,130,70,60,0.03846153846153855,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,1,1,1,0,4,1,3,0,0,0,8,5,3,4,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
QWEN_3_235B-QWEN_3_235B,118,ctx1_fog00_p4ptrue_contract_none_selfish11,20260120_231237_081139_32df730f,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,,8,0,0,0,70,0,70,70,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
QWEN_3_30B-QWEN_3_30B,118,ctx1_fog00_p4ptrue_contract_none_selfish11,20260122_182603_190378_7ab9173b,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,,12,0,0,0,70,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,1,0,5,5,0,1,1,0,3,2,1,2,1,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
LLAMA_SCOUT-LLAMA_SCOUT,118,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_135754_028169_14943931,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,strict,8,0,0,0,70,0,65,65,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
FOUR_1-FOUR_1,118,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_153734_693962_56584875,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,strict,6,0,0,0,70,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
HAIKU_4_5-HAIKU_4_5,118,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_155646_473606_522da1b5,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,strict,6,0,0,0,70,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,6,6.0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
LLAMA_MAVERICK-LLAMA_MAVERICK,118,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_170016_453020_fda934b9,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,strict,6,0,0,0,70,0,140,60,80,0.0714285714285714,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,2,2,0,0,0,0,0,0,0,8,4,4,0,0,0,1,2,9.0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
QWEN_3_235B-QWEN_3_235B,118,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260120_231740_235061_7d9ee522,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,strict,9,1,1,0,70,0,70,70,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5.0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
QWEN_3_30B-QWEN_3_30B,118,ctx1_fog00_p4ptrue_contract_strict_selfish11,20260123_102645_977216_04f43854,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,strict,7,1,0,1,70,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4.0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
LLAMA_SCOUT-LLAMA_SCOUT,118,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_135911_372034_d5c5fdca,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,tile_with_judge_implementation,8,0,0,0,70,0,65,65,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
FOUR_1-FOUR_1,118,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_153910_463971_ac85ee24,default,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,tile_with_judge_implementation,7,0,0,0,70,0,140,75,65,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
HAIKU_4_5-HAIKU_4_5,118,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_155752_287764_05d890c4,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,tile_with_judge_implementation,8,0,0,0,70,0,70,70,0,0.5,140,True,False,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
LLAMA_MAVERICK-LLAMA_MAVERICK,118,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_170158_024607_c90c1ec7,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,tile_with_judge_implementation,7,1,0,1,70,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
QWEN_3_235B-QWEN_3_235B,118,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260120_232145_608307_43165fce,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,tile_with_judge_implementation,7,0,0,0,70,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
QWEN_3_30B-QWEN_3_30B,118,ctx1_fog00_p4ptrue_contract_tile_with_judge_implementation_selfish11,20260123_102645_977557_95f4a50c,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'R', 'R', 'B'], ['B', 'R', 'B', 'B'], ['B', 'R', 'B', 'B'], ['R', 'R', 'R', 'G']]",Needy Player (Blue),NP-Blue (Need=1),True,tile_with_judge_implementation,4,0,0,0,70,0,0,0,0,0.0,140,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
LLAMA_SCOUT-LLAMA_SCOUT,119,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_135936_237374_92a88f3e,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,contract_for_finishing,11,2,2,0,70,0,75,70,5,0.43333333333333335,140,True,False,11,0,11,1,1,0,10,10,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,8,5,0,7,0,0,7,0,0,0,1,0,3,0,2,4,0,0,0,0,1,3,0,3,1
FOUR_1-FOUR_1,119,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_154203_653342_db8f28bc,default,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,contract_for_finishing,8,1,0,1,70,0,70,70,0,0.5,140,True,False,7,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,20,0,0,2,0,0,2,0,0,0,0,0,5,0,0,5,0,0,0,0,1,3,0,3,1
HAIKU_4_5-HAIKU_4_5,119,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_160015_157518_c869dae9,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,contract_for_finishing,10,0,0,0,70,0,70,70,0,0.5,140,True,False,9,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,1,3,0,3,1
LLAMA_MAVERICK-LLAMA_MAVERICK,119,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_170442_800830_be59f8f1,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,contract_for_finishing,8,0,0,0,70,0,140,60,80,0.0714285714285714,140,True,True,10,3,7,2,1,1,8,6,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,2,3,1,0,2,2,0,0,0,1,4,0,1,4,0,0,0,0,1,3,0,3,1
QWEN_3_235B-QWEN_3_235B,119,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260120_232954_266335_4ad099a8,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,contract_for_finishing,6,0,0,0,70,0,140,95,45,0.1785714285714286,140,True,True,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,3,1
QWEN_3_30B-QWEN_3_30B,119,ctx1_fog00_p4pfalse_contract_contract_for_finishing_selfish11,20260123_110658_292620_759b28fd,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,contract_for_finishing,9,1,1,0,70,0,70,60,10,0.3571428571428572,140,True,False,9,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,15,10,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
FOUR_1-FOUR_1,119,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_153932_979650_4e522737,default,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,,9,0,0,0,70,0,70,70,0,0.5,140,True,False,8,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,6,0,0,0,0,1,3,0,3,1
HAIKU_4_5-HAIKU_4_5,119,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_155812_791729_419d9d62,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,,8,0,0,0,70,0,70,70,0,0.5,140,True,False,7,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,3,1
LLAMA_SCOUT-LLAMA_SCOUT,119,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_163116_271564_0e163124,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,,9,1,0,1,70,0,140,70,70,0.0,140,True,True,7,2,5,1,0,1,6,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,4,0,0,4,0,0,0,0,1,3,0,3,1
LLAMA_MAVERICK-LLAMA_MAVERICK,119,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_192034_889896_b5b63712,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,,9,2,0,2,70,0,140,75,65,0.03571428571428581,140,True,True,7,0,7,1,1,0,6,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,1,0,2,0,0,3,0,0,0,0,1,3,0,3,1
QWEN_3_235B-QWEN_3_235B,119,ctx1_fog00_p4pfalse_contract_none_selfish11,20260120_232211_517399_c5464081,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,,11,0,0,0,70,0,140,75,65,0.03571428571428581,140,True,True,1,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,3,1
QWEN_3_30B-QWEN_3_30B,119,ctx1_fog00_p4pfalse_contract_none_selfish11,20260123_102645_977729_87d5c6eb,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,,10,2,1,1,70,0,70,70,0,0.5,140,True,False,5,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,1,0,1,3,0,3,1
LLAMA_SCOUT-LLAMA_SCOUT,119,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_135911_447854_b226ee88,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,strict,6,0,0,0,70,0,140,65,75,0.03571428571428581,140,True,True,4,1,3,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,3,0,3,1
FOUR_1-FOUR_1,119,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_154048_676395_c09bc0fe,default,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,strict,8,0,0,0,70,0,70,70,0,0.5,140,True,False,8,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,7,0,0,0,0,1,3,0,3,1
HAIKU_4_5-HAIKU_4_5,119,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_160006_396188_c65e4fe0,HAIKU_4_5-HAIKU_4_5,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,strict,8,0,0,0,70,0,70,70,0,0.5,140,True,False,7,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,1,3,0,3,1
LLAMA_MAVERICK-LLAMA_MAVERICK,119,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_170240_680667_b2e780ee,LLAMA_MAVERICK-LLAMA_MAVERICK,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,strict,7,0,0,0,70,0,140,75,65,0.03571428571428581,140,True,True,6,2,4,2,1,1,4,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,0,0,1,0,1,0,0,2,0,0,0,0,1,3,0,3,1
QWEN_3_235B-QWEN_3_235B,119,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260120_232554_328675_b010f6bd,QWEN_3_235B-QWEN_3_235B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,strict,6,0,0,0,70,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
QWEN_3_30B-QWEN_3_30B,119,ctx1_fog00_p4pfalse_contract_strict_selfish11,20260123_102645_978090_d52c70e1,QWEN_3_30B-QWEN_3_30B,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,strict,9,1,1,0,70,0,140,70,70,0.0,140,True,True,3,1,2,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.0,2,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
LLAMA_SCOUT-LLAMA_SCOUT,119,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_140016_210554_2c635134,LLAMA_SCOUT-LLAMA_SCOUT,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,tile_with_judge_implementation,7,0,0,0,70,0,140,75,65,0.03571428571428581,140,True,True,1,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,3,1
FOUR_1-FOUR_1,119,ctx1_fog00_p4pfalse_contract_tile_with_judge_implementation_selfish11,20260120_154205_467478_73cfd256,default,True,"[False, False]","[['G', 'B', 'R', 'R'], ['R', 'R', 'R', 'B'], ['B', 'B', 'R', 'R'], ['B', 'B', 'B', 'G']]",Needy Player (Blue),NP-Blue (Need=1),False,tile_with_judge_implementation,6,0,0,0,70,0,140,65,75,0.03571428571428581,140,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1
